date,Real Lower Band,Real Upper Band,Real Middle Band
2020-01-13 13:08:00,312.3931,313.4323,312.9127
2020-01-13 13:09:00,312.3993,313.4447,312.922
2020-01-13 13:10:00,312.4045,313.4556,312.9301
2020-01-13 13:11:00,312.4074,313.4646,312.936
2020-01-13 13:12:00,312.4124,313.4757,312.944
2020-01-13 13:13:00,312.4178,313.4877,312.9527
2020-01-13 13:14:00,312.4308,313.4961,312.9634
2020-01-13 13:15:00,312.4368,313.506,312.9714
2020-01-13 13:16:00,312.4538,313.5108,312.9823
2020-01-13 13:17:00,312.4694,313.5159,312.9927
2020-01-13 13:18:00,312.4821,313.5249,313.0035
2020-01-13 13:19:00,312.5035,313.5294,313.0165
2020-01-13 13:20:00,312.5275,313.5324,313.03
2020-01-13 13:21:00,312.543,313.5419,313.0424
2020-01-13 13:22:00,312.5589,313.559,313.0589
2020-01-13 13:23:00,312.5679,313.5894,313.0787
2020-01-13 13:24:00,312.5878,313.6114,313.0996
2020-01-13 13:25:00,312.6097,313.6265,313.1181
2020-01-13 13:26:00,312.6368,313.6319,313.1344
2020-01-13 13:27:00,312.6741,313.6295,313.1518
2020-01-13 13:28:00,312.71,313.629,313.1695
2020-01-13 13:29:00,312.739,313.6327,313.1858
2020-01-13 13:30:00,312.7694,313.6355,313.2024
2020-01-13 13:31:00,312.7882,313.6406,313.2144
2020-01-13 13:32:00,312.8068,313.6487,313.2277
2020-01-13 13:33:00,312.8294,313.6488,313.2391
2020-01-13 13:34:00,312.8429,313.6528,313.2478
2020-01-13 13:35:00,312.8565,313.6572,313.2568
2020-01-13 13:36:00,312.8722,313.6604,313.2663
2020-01-13 13:37:00,312.8787,313.67,313.2743
2020-01-13 13:38:00,312.8857,313.6764,313.2811
2020-01-13 13:39:00,312.8939,313.6819,313.2879
2020-01-13 13:40:00,312.9049,313.688,313.2964
2020-01-13 13:41:00,312.9155,313.6962,313.3058
2020-01-13 13:42:00,312.9269,313.7062,313.3165
2020-01-13 13:43:00,312.9405,313.7093,313.3249
2020-01-13 13:44:00,312.9526,313.7094,313.331
2020-01-13 13:45:00,312.9612,313.7139,313.3375
2020-01-13 13:46:00,312.9657,313.7217,313.3437
2020-01-13 13:47:00,312.9703,313.7301,313.3502
2020-01-13 13:48:00,312.9705,313.744,313.3573
2020-01-13 13:49:00,312.9772,313.755,313.3661
2020-01-13 13:50:00,312.9899,313.764,313.3769
2020-01-13 13:51:00,312.9944,313.774,313.3842
2020-01-13 13:52:00,312.9979,313.7841,313.391
2020-01-13 13:53:00,313.0009,313.7951,313.398
2020-01-13 13:54:00,313.0069,313.8024,313.4047
2020-01-13 13:55:00,313.0099,313.8122,313.4111
2020-01-13 13:56:00,313.0132,313.8244,313.4188
2020-01-13 13:57:00,313.0125,313.8408,313.4267
2020-01-13 13:58:00,313.0163,313.8517,313.434
2020-01-13 13:59:00,313.0217,313.8593,313.4405
2020-01-13 14:00:00,313.0354,313.862,313.4487
2020-01-13 14:01:00,313.0477,313.8609,313.4543
2020-01-13 14:02:00,313.056,313.859,313.4575
2020-01-13 14:03:00,313.0715,313.8541,313.4628
2020-01-13 14:04:00,313.0886,313.8471,313.4678
2020-01-13 14:05:00,313.1225,313.8317,313.4771
2020-01-13 14:06:00,313.1486,313.824,313.4863
2020-01-13 14:07:00,313.1747,313.8209,313.4978
2020-01-13 14:08:00,313.1883,313.8306,313.5094
2020-01-13 14:09:00,313.1954,313.8433,313.5193
2020-01-13 14:10:00,313.2039,313.8566,313.5303
2020-01-13 14:11:00,313.216,313.8682,313.5421
2020-01-13 14:12:00,313.2273,313.8776,313.5524
2020-01-13 14:13:00,313.235,313.8912,313.5631
2020-01-13 14:14:00,313.246,313.9012,313.5736
2020-01-13 14:15:00,313.2597,313.9084,313.5841
2020-01-13 14:16:00,313.2767,313.9117,313.5942
2020-01-13 14:17:00,313.2859,313.9289,313.6074
2020-01-13 14:18:00,313.2818,313.9609,313.6213
2020-01-13 14:19:00,313.2631,314.0132,313.6382
2020-01-13 14:20:00,313.2445,314.0665,313.6555
2020-01-13 14:21:00,313.235,314.1063,313.6707
2020-01-13 14:22:00,313.2221,314.1433,313.6827
2020-01-13 14:23:00,313.2013,314.185,313.6931
2020-01-13 14:24:00,313.1766,314.2339,313.7053
2020-01-13 14:25:00,313.1552,314.2833,313.7192
2020-01-13 14:26:00,313.1459,314.3213,313.7336
2020-01-13 14:27:00,313.1371,314.3602,313.7486
2020-01-13 14:28:00,313.1248,314.4036,313.7642
2020-01-13 14:29:00,313.1035,314.4616,313.7825
2020-01-13 14:30:00,313.0886,314.5107,313.7997
2020-01-13 14:31:00,313.0712,314.5706,313.8209
2020-01-13 14:32:00,313.0508,314.6331,313.842
2020-01-13 14:33:00,313.0425,314.6854,313.8639
2020-01-13 14:34:00,313.0352,314.7392,313.8872
2020-01-13 14:35:00,313.0374,314.7784,313.9079
2020-01-13 14:36:00,313.0392,314.8192,313.9292
2020-01-13 14:37:00,313.0469,314.8472,313.947
2020-01-13 14:38:00,313.0604,314.8693,313.9649
2020-01-13 14:39:00,313.0739,314.8938,313.9839
2020-01-13 14:40:00,313.0855,314.9195,314.0025
2020-01-13 14:41:00,313.099,314.9377,314.0183
2020-01-13 14:42:00,313.1108,314.9557,314.0332
2020-01-13 14:43:00,313.1297,314.9704,314.05
2020-01-13 14:44:00,313.1567,314.9754,314.066
2020-01-13 14:45:00,313.1786,314.9875,314.0831
2020-01-13 14:46:00,313.1991,314.9985,314.0988
2020-01-13 14:47:00,313.22,315.0073,314.1136
2020-01-13 14:48:00,313.2367,315.0183,314.1275
2020-01-13 14:49:00,313.2544,315.0296,314.142
2020-01-13 14:50:00,313.2693,315.0474,314.1583
2020-01-13 14:51:00,313.2868,315.0657,314.1762
2020-01-13 14:52:00,313.3068,315.079,314.1929
2020-01-13 14:53:00,313.3273,315.0901,314.2087
2020-01-13 14:54:00,313.3513,315.1011,314.2262
2020-01-13 14:55:00,313.3715,315.1188,314.2452
2020-01-13 14:56:00,313.3891,315.1387,314.2639
2020-01-13 14:57:00,313.4036,315.1607,314.2822
2020-01-13 14:58:00,313.422,315.1833,314.3027
2020-01-13 14:59:00,313.447,315.1993,314.3232
2020-01-13 15:00:00,313.4748,315.2153,314.345
2020-01-13 15:01:00,313.5151,315.2216,314.3683
2020-01-13 15:02:00,313.5693,315.2166,314.3929
2020-01-13 15:03:00,313.6212,315.2159,314.4185
2020-01-13 15:04:00,313.6824,315.2071,314.4448
2020-01-13 15:05:00,313.7358,315.2023,314.469
2020-01-13 15:06:00,313.7859,315.1941,314.49
2020-01-13 15:07:00,313.8262,315.1929,314.5095
2020-01-13 15:08:00,313.8585,315.1973,314.5279
2020-01-13 15:09:00,313.8931,315.2002,314.5466
2020-01-13 15:10:00,313.9287,315.1982,314.5635
2020-01-13 15:11:00,313.965,315.195,314.58
2020-01-13 15:12:00,314.0085,315.1831,314.5958
2020-01-13 15:13:00,314.0497,315.1675,314.6086
2020-01-13 15:14:00,314.0963,315.1488,314.6225
2020-01-13 15:15:00,314.148,315.1245,314.6363
2020-01-13 15:16:00,314.2085,315.0936,314.6511
2020-01-13 15:17:00,314.2507,315.0725,314.6616
2020-01-13 15:18:00,314.2834,315.0601,314.6717
2020-01-13 15:19:00,314.3008,315.0569,314.6789
2020-01-13 15:20:00,314.3152,315.0545,314.6849
2020-01-13 15:21:00,314.3361,315.0538,314.695
2020-01-13 15:22:00,314.3606,315.0501,314.7053
2020-01-13 15:23:00,314.3773,315.0528,314.715
2020-01-13 15:24:00,314.3804,315.0718,314.7261
2020-01-13 15:25:00,314.3811,315.0934,314.7373
2020-01-13 15:26:00,314.3917,315.1067,314.7492
2020-01-13 15:27:00,314.4021,315.1184,314.7602
2020-01-13 15:28:00,314.4131,315.1213,314.7672
2020-01-13 15:29:00,314.4131,315.1333,314.7732
2020-01-13 15:30:00,314.4111,315.1526,314.7819
2020-01-13 15:31:00,314.403,315.1748,314.7889
2020-01-13 15:32:00,314.3922,315.1992,314.7957
2020-01-13 15:33:00,314.3752,315.2359,314.8055
2020-01-13 15:34:00,314.3616,315.2662,314.8139
2020-01-13 15:35:00,314.3471,315.305,314.826
2020-01-13 15:36:00,314.3355,315.3382,314.8369
2020-01-13 15:37:00,314.3299,315.372,314.851
2020-01-13 15:38:00,314.3323,315.3978,314.8651
2020-01-13 15:39:00,314.3308,315.4267,314.8788
2020-01-13 15:40:00,314.3268,315.4591,314.893
2020-01-13 15:41:00,314.3327,315.4846,314.9086
2020-01-13 15:42:00,314.3454,315.4987,314.922
2020-01-13 15:43:00,314.3588,315.513,314.9359
2020-01-13 15:44:00,314.364,315.5531,314.9586
2020-01-13 15:45:00,314.3549,315.6066,314.9807
2020-01-13 15:46:00,314.3609,315.6411,315.001
2020-01-13 15:47:00,314.365,315.6827,315.0238
2020-01-13 15:48:00,314.3691,315.7241,315.0466
2020-01-13 15:49:00,314.377,315.7591,315.0681
2020-01-13 15:50:00,314.3763,315.7999,315.0881
2020-01-13 15:51:00,314.3693,315.8488,315.1091
2020-01-13 15:52:00,314.3667,315.8974,315.1321
2020-01-13 15:53:00,314.3589,315.9579,315.1584
2020-01-13 15:54:00,314.3295,316.0487,315.1891
2020-01-13 15:55:00,314.2779,316.1664,315.2221
2020-01-13 15:56:00,314.2337,316.2763,315.255
2020-01-13 15:57:00,314.1966,316.3782,315.2874
2020-01-13 15:58:00,314.1581,316.4823,315.3202
2020-01-13 15:59:00,314.1267,316.5824,315.3546
2020-01-13 16:00:00,314.0982,316.6789,315.3886
2020-01-14 09:31:00,314.0922,316.7446,315.4184
2020-01-14 09:32:00,314.1037,316.7826,315.4432
2020-01-14 09:33:00,314.1186,316.8047,315.4616
2020-01-14 09:34:00,314.1356,316.8213,315.4785
2020-01-14 09:35:00,314.147,316.857,315.502
2020-01-14 09:36:00,314.1661,316.8862,315.5261
2020-01-14 09:37:00,314.1891,316.8992,315.5441
2020-01-14 09:38:00,314.2023,316.9383,315.5703
2020-01-14 09:39:00,314.2069,316.9951,315.601
2020-01-14 09:40:00,314.2157,317.0525,315.6341
2020-01-14 09:41:00,314.2347,317.0936,315.6641
2020-01-14 09:42:00,314.2681,317.1113,315.6897
2020-01-14 09:43:00,314.313,317.1175,315.7152
2020-01-14 09:44:00,314.3573,317.1197,315.7385
2020-01-14 09:45:00,314.4043,317.1259,315.7651
2020-01-14 09:46:00,314.4517,317.1262,315.789
2020-01-14 09:47:00,314.5068,317.1244,315.8156
2020-01-14 09:48:00,314.5563,317.1153,315.8358
2020-01-14 09:49:00,314.6037,317.1003,315.852
2020-01-14 09:50:00,314.6433,317.0829,315.8631
2020-01-14 09:51:00,314.664,317.0736,315.8688
2020-01-14 09:52:00,314.6619,317.0747,315.8683
2020-01-14 09:53:00,314.6733,317.0694,315.8713
2020-01-14 09:54:00,314.6602,317.0756,315.8679
2020-01-14 09:55:00,314.6708,317.072,315.8714
2020-01-14 09:56:00,314.6484,317.0833,315.8659
2020-01-14 09:57:00,314.5727,317.1284,315.8505
2020-01-14 09:58:00,314.5058,317.1688,315.8373
2020-01-14 09:59:00,314.3701,317.2545,315.8123
2020-01-14 10:00:00,314.264,317.3146,315.7893
2020-01-14 10:01:00,314.1928,317.3494,315.7711
2020-01-14 10:02:00,314.1592,317.3613,315.7603
2020-01-14 10:03:00,314.133,317.3679,315.7504
2020-01-14 10:04:00,314.1197,317.3701,315.7449
2020-01-14 10:05:00,314.1058,317.3714,315.7386
2020-01-14 10:06:00,314.102,317.3713,315.7366
2020-01-14 10:07:00,314.0806,317.3745,315.7276
2020-01-14 10:08:00,314.0734,317.3748,315.7241
2020-01-14 10:09:00,314.0723,317.3746,315.7234
2020-01-14 10:10:00,314.0784,317.3787,315.7285
2020-01-14 10:11:00,314.0823,317.3801,315.7312
2020-01-14 10:12:00,314.0913,317.3825,315.7369
2020-01-14 10:13:00,314.0975,317.3837,315.7406
2020-01-14 10:14:00,314.0966,317.383,315.7398
2020-01-14 10:15:00,314.0985,317.3924,315.7455
2020-01-14 10:16:00,314.0983,317.3923,315.7453
2020-01-14 10:17:00,314.0994,317.3945,315.747
2020-01-14 10:18:00,314.0999,317.4131,315.7565
2020-01-14 10:19:00,314.0984,317.4423,315.7704
2020-01-14 10:20:00,314.1003,317.4561,315.7782
2020-01-14 10:21:00,314.1006,317.4572,315.7789
2020-01-14 10:22:00,314.1012,317.4628,315.782
2020-01-14 10:23:00,314.1011,317.4658,315.7835
2020-01-14 10:24:00,314.1026,317.45,315.7763
2020-01-14 10:25:00,314.1086,317.4311,315.7699
2020-01-14 10:26:00,314.1135,317.4183,315.7659
2020-01-14 10:27:00,314.1206,317.3975,315.759
2020-01-14 10:28:00,314.1286,317.3779,315.7532
2020-01-14 10:29:00,314.136,317.3611,315.7486
2020-01-14 10:30:00,314.1458,317.3392,315.7425
2020-01-14 10:31:00,314.1401,317.3518,315.746
2020-01-14 10:32:00,314.1239,317.3918,315.7579
2020-01-14 10:33:00,314.1031,317.4503,315.7767
2020-01-14 10:34:00,314.0799,317.5187,315.7993
2020-01-14 10:35:00,314.0599,317.5687,315.8143
2020-01-14 10:36:00,314.0434,317.6148,315.8291
2020-01-14 10:37:00,314.0344,317.6595,315.847
2020-01-14 10:38:00,314.0282,317.6793,315.8538
2020-01-14 10:39:00,314.0273,317.6819,315.8546
2020-01-14 10:40:00,314.0242,317.6897,315.8569
2020-01-14 10:41:00,314.0231,317.693,315.8581
2020-01-14 10:42:00,314.0214,317.7048,315.8631
2020-01-14 10:43:00,314.0205,317.7183,315.8694
2020-01-14 10:44:00,314.0187,317.7406,315.8797
2020-01-14 10:45:00,314.0167,317.756,315.8864
2020-01-14 10:46:00,314.0173,317.7651,315.8912
2020-01-14 10:47:00,314.0174,317.767,315.8922
2020-01-14 10:48:00,314.0191,317.77,315.8945
2020-01-14 10:49:00,314.025,317.7759,315.9005
2020-01-14 10:50:00,314.0339,317.7772,315.9056
2020-01-14 10:51:00,314.0411,317.7765,315.9088
2020-01-14 10:52:00,314.0631,317.7705,315.9168
2020-01-14 10:53:00,314.0591,317.7717,315.9154
2020-01-14 10:54:00,314.069,317.7685,315.9187
2020-01-14 10:55:00,314.0622,317.7696,315.9159
2020-01-14 10:56:00,314.067,317.7676,315.9173
2020-01-14 10:57:00,314.1385,317.7368,315.9376
2020-01-14 10:58:00,314.2261,317.7013,315.9637
2020-01-14 10:59:00,314.3801,317.6208,316.0004
2020-01-14 11:00:00,314.5189,317.5479,316.0334
2020-01-14 11:01:00,314.6338,317.4929,316.0634
2020-01-14 11:02:00,314.7076,317.4645,316.0861
2020-01-14 11:03:00,314.7637,317.4417,316.1027
2020-01-14 11:04:00,314.8079,317.4276,316.1177
2020-01-14 11:06:00,314.8469,317.4136,316.1302
2020-01-14 11:07:00,314.879,317.4085,316.1438
2020-01-14 11:08:00,314.9375,317.3853,316.1614
2020-01-14 11:09:00,314.9762,317.3726,316.1744
2020-01-14 11:10:00,314.9975,317.3661,316.1818
2020-01-14 11:11:00,314.9945,317.3666,316.1805
2020-01-14 11:12:00,314.9994,317.3653,316.1824
2020-01-14 11:13:00,315.0013,317.3648,316.1831
2020-01-14 11:14:00,315.0026,317.3644,316.1835
2020-01-14 11:15:00,314.9926,317.3677,316.1802
2020-01-14 11:16:00,314.969,317.3687,316.1688
2020-01-14 11:17:00,314.9563,317.3728,316.1646
2020-01-14 11:18:00,314.9439,317.3745,316.1592
2020-01-14 11:19:00,314.9261,317.3663,316.1462
2020-01-14 11:20:00,314.91,317.3494,316.1297
2020-01-14 11:21:00,314.8884,317.3444,316.1164
2020-01-14 11:22:00,314.8503,317.3542,316.1022
2020-01-14 11:23:00,314.8146,317.3573,316.0859
2020-01-14 11:24:00,314.7979,317.3512,316.0745
2020-01-14 11:25:00,314.779,317.3504,316.0647
2020-01-14 11:26:00,314.7612,317.3402,316.0507
2020-01-14 11:27:00,314.7319,317.3268,316.0293
2020-01-14 11:28:00,314.7073,317.3169,316.0121
2020-01-14 11:29:00,314.6805,317.3012,315.9909
2020-01-14 11:30:00,314.6553,317.2794,315.9674
2020-01-14 11:31:00,314.6257,317.2608,315.9432
2020-01-14 11:32:00,314.6083,317.2218,315.9151
2020-01-14 11:33:00,314.5945,317.1703,315.8824
2020-01-14 11:34:00,314.5881,317.105,315.8465
2020-01-14 11:35:00,314.6021,317.0198,315.8109
2020-01-14 11:36:00,314.6201,316.9335,315.7768
2020-01-14 11:37:00,314.6495,316.846,315.7478
2020-01-14 11:38:00,314.6716,316.7683,315.7199
2020-01-14 11:39:00,314.695,316.6984,315.6967
2020-01-14 11:40:00,314.7195,316.6315,315.6755
2020-01-14 11:41:00,314.7541,316.542,315.648
2020-01-14 11:42:00,314.7628,316.4781,315.6205
2020-01-14 11:43:00,314.758,316.4261,315.5921
2020-01-14 11:44:00,314.7469,316.3789,315.5629
2020-01-14 11:45:00,314.7541,316.3095,315.5318
2020-01-14 11:46:00,314.7736,316.233,315.5033
2020-01-14 11:47:00,314.7953,316.1726,315.484
2020-01-14 11:48:00,314.8087,316.1231,315.4659
2020-01-14 11:49:00,314.8164,316.09,315.4532
2020-01-14 11:50:00,314.8218,316.057,315.4394
2020-01-14 11:51:00,314.8224,316.0534,315.4379
2020-01-14 11:52:00,314.8237,316.0599,315.4418
2020-01-14 11:53:00,314.8272,316.0666,315.4469
2020-01-14 11:54:00,314.8447,316.0671,315.4559
2020-01-14 11:55:00,314.8577,316.0751,315.4664
2020-01-14 11:56:00,314.8615,316.0974,315.4795
2020-01-14 11:57:00,314.8896,316.1048,315.4972
2020-01-14 11:58:00,314.8847,316.1321,315.5084
2020-01-14 11:59:00,314.8673,316.1682,315.5177
2020-01-14 12:00:00,314.8319,316.2302,315.5311
2020-01-14 12:01:00,314.8217,316.2548,315.5382
2020-01-14 12:02:00,314.8084,316.2809,315.5446
2020-01-14 12:03:00,314.7911,316.3127,315.5519
2020-01-14 12:04:00,314.7785,316.342,315.5603
2020-01-14 12:05:00,314.7706,316.3599,315.5653
2020-01-14 12:06:00,314.7611,316.384,315.5726
2020-01-14 12:07:00,314.7633,316.3789,315.5711
2020-01-14 12:08:00,314.7638,316.377,315.5704
2020-01-14 12:09:00,314.7617,316.3827,315.5722
2020-01-14 12:10:00,314.7592,316.3915,315.5754
2020-01-14 12:11:00,314.7584,316.3997,315.579
2020-01-14 12:12:00,314.7574,316.4081,315.5828
2020-01-14 12:13:00,314.7567,316.4165,315.5866
2020-01-14 12:14:00,314.7582,316.4201,315.5891
2020-01-14 12:15:00,314.762,316.4256,315.5938
2020-01-14 12:16:00,314.7638,316.4268,315.5953
2020-01-14 12:17:00,314.7652,316.4272,315.5962
2020-01-14 12:18:00,314.7631,316.4258,315.5944
2020-01-14 12:19:00,314.7596,316.4233,315.5914
2020-01-14 12:20:00,314.7562,316.4207,315.5884
2020-01-14 12:21:00,314.7561,316.4207,315.5884
2020-01-14 12:22:00,314.7694,316.4194,315.5944
2020-01-14 12:23:00,314.7814,316.4204,315.6009
2020-01-14 12:24:00,314.7816,316.4206,315.6011
2020-01-14 12:25:00,314.7848,316.4227,315.6037
2020-01-14 12:26:00,314.786,316.4237,315.6049
2020-01-14 12:27:00,314.793,316.4234,315.6082
2020-01-14 12:28:00,314.7939,316.4233,315.6086
2020-01-14 12:29:00,314.7955,316.423,315.6092
2020-01-14 12:30:00,314.7938,316.4235,315.6086
2020-01-14 12:31:00,314.7991,316.4218,315.6104
2020-01-14 12:32:00,314.7986,316.4219,315.6103
2020-01-14 12:33:00,314.8042,316.4198,315.612
2020-01-14 12:34:00,314.8133,316.416,315.6147
2020-01-14 12:35:00,314.8074,316.4184,315.6129
2020-01-14 12:36:00,314.8026,316.4202,315.6114
2020-01-14 12:37:00,314.7933,316.4215,315.6074
2020-01-14 12:38:00,314.7937,316.4215,315.6076
2020-01-14 12:39:00,314.7911,316.4209,315.606
2020-01-14 12:40:00,314.7874,316.4197,315.6035
2020-01-14 12:41:00,314.7855,316.4199,315.6027
2020-01-14 12:42:00,314.7895,316.4183,315.6039
2020-01-14 12:43:00,314.7994,316.4134,315.6064
2020-01-14 12:44:00,314.8207,316.4025,315.6116
2020-01-14 12:45:00,314.8376,316.3935,315.6156
2020-01-14 12:46:00,314.8479,316.3885,315.6182
2020-01-14 12:47:00,314.8407,316.3911,315.6159
2020-01-14 12:48:00,314.8238,316.3988,315.6113
2020-01-14 12:49:00,314.807,316.405,315.606
2020-01-14 12:50:00,314.7797,316.4179,315.5988
2020-01-14 12:51:00,314.7377,316.4312,315.5845
2020-01-14 12:52:00,314.7053,316.4373,315.5713
2020-01-14 12:53:00,314.6722,316.4436,315.5579
2020-01-14 12:54:00,314.6417,316.4498,315.5458
2020-01-14 12:55:00,314.6077,316.4525,315.5301
2020-01-14 12:56:00,314.5782,316.4436,315.5109
2020-01-14 12:57:00,314.5464,316.4366,315.4915
2020-01-14 12:58:00,314.5105,316.4255,315.468
2020-01-14 12:59:00,314.4888,316.3965,315.4427
2020-01-14 13:00:00,314.4846,316.3401,315.4123
2020-01-14 13:01:00,314.4825,316.304,315.3933
2020-01-14 13:02:00,314.4928,316.2565,315.3747
2020-01-14 13:03:00,314.5161,316.1971,315.3566
2020-01-14 13:04:00,314.5344,316.1442,315.3393
2020-01-14 13:05:00,314.5483,316.0943,315.3213
2020-01-14 13:06:00,314.5649,316.0384,315.3016
2020-01-14 13:07:00,314.5734,316.0011,315.2872
2020-01-14 13:08:00,314.5834,315.9754,315.2794
2020-01-14 13:09:00,314.6023,315.9368,315.2695
2020-01-14 13:10:00,314.6208,315.8977,315.2592
2020-01-14 13:11:00,314.6354,315.8628,315.2491
2020-01-14 13:12:00,314.65,315.8219,315.2359
2020-01-14 13:13:00,314.6674,315.7801,315.2237
2020-01-14 13:14:00,314.6724,315.7529,315.2126
2020-01-14 13:15:00,314.6795,315.7225,315.201
2020-01-14 13:16:00,314.6826,315.7049,315.1937
2020-01-14 13:17:00,314.6845,315.699,315.1917
2020-01-14 13:18:00,314.6867,315.6898,315.1882
2020-01-14 13:19:00,314.6883,315.6828,315.1856
2020-01-14 13:20:00,314.6898,315.6735,315.1816
2020-01-14 13:21:00,314.6933,315.6613,315.1773
2020-01-14 13:22:00,314.6966,315.6487,315.1727
2020-01-14 13:23:00,314.7043,315.6282,315.1663
2020-01-14 13:24:00,314.712,315.6085,315.1602
2020-01-14 13:25:00,314.7217,315.5832,315.1525
2020-01-14 13:26:00,314.732,315.5588,315.1454
2020-01-14 13:27:00,314.7349,315.5526,315.1437
2020-01-14 13:28:00,314.7358,315.5502,315.143
2020-01-14 13:29:00,314.7274,315.5672,315.1473
2020-01-14 13:30:00,314.7226,315.5817,315.1522
2020-01-14 13:31:00,314.7077,315.6115,315.1596
2020-01-14 13:32:00,314.6903,315.6482,315.1692
2020-01-14 13:33:00,314.6724,315.6865,315.1794
2020-01-14 13:34:00,314.6623,315.7135,315.1879
2020-01-14 13:35:00,314.6498,315.7512,315.2005
2020-01-14 13:36:00,314.6433,315.778,315.2107
2020-01-14 13:37:00,314.6084,315.791,315.1997
2020-01-14 13:38:00,314.5706,315.7996,315.1851
2020-01-14 13:39:00,314.5533,315.7945,315.1739
2020-01-14 13:44:00,314.4356,315.8575,315.1466
2020-01-14 13:45:00,314.344,315.9018,315.1229
2020-01-14 13:46:00,314.2556,315.9459,315.1008
2020-01-14 13:47:00,314.1738,315.986,315.0799
2020-01-14 13:48:00,314.1234,316.002,315.0627
2020-01-14 13:49:00,314.053,316.0309,315.0419
2020-01-14 13:50:00,314.0238,316.0333,315.0286
2020-01-14 13:51:00,313.9956,316.0347,315.0151
2020-01-14 13:52:00,313.9488,316.0504,314.9996
2020-01-14 13:53:00,313.8716,316.0823,314.9769
2020-01-14 13:54:00,313.8061,316.1104,314.9583
2020-01-14 13:55:00,313.711,316.1582,314.9346
2020-01-14 13:56:00,313.5551,316.2438,314.8994
2020-01-14 13:57:00,313.4962,316.2623,314.8793
2020-01-14 13:58:00,313.4379,316.2793,314.8586
2020-01-14 13:59:00,313.3875,316.2923,314.8399
2020-01-14 14:00:00,313.3178,316.3147,314.8163
2020-01-14 14:01:00,313.2706,316.3251,314.7978
